Name,Category,Info
"Cairo, Egypt",pop-location,
"Copenhagen, Denmark",pop-location,
"Seoul, Korea",pop-location,
"Laucala Island Resort, Fiji",pop-location,
"Providencia, Colombia",pop-location,
"Machu Picchu, Peru",pop-location,
"Virunga National Park, Democratic Republic of Congo",pop-location,
"Lisbon, Portugal",pop-location,
"Hanoi, Vietnam",pop-location,
"Hawaii",pop-location,
"Ibiza, Spain",pop-location,
"Beijing, China",pop-location,
"Budapest, Hungary",pop-location,
"Cinque Terre, Italy",pop-location,
"Buenos Aires, Argentina",pop-location,
"Las Vegas",pop-location,
"Matterhorn, Switzerland",pop-location,
"Tahiti",pop-location,
"Turks & Caicos, Dominican Republic",pop-location,
"Phuket, Thailand",pop-location,
"Glacier National Park, Montana",pop-location,
"Banff, Alberta",pop-location,
"Costa Rica",pop-location,
"Machu Picchu, Peru",pop-location,
"Sydney, Australia",pop-location,
"Lucia, Caribbean",pop-location,
"Great Barrier Reef, Australia",pop-location,
"Florence, Italy",pop-location,
"Santorini, Greece",pop-location,
"Yellowstone",pop-location,
"Yosemite National Park, California",pop-location,
"Amalfi Coast, Italy",pop-location,
"Victoria Falls",pop-location,
"3DO Interactive Multiplayer",pop-culture,
"A Clockwork Orange (1971)",pop-culture,
"Adventure Time",pop-culture,
"Agent 007",pop-culture,
"Ahh! Real Monsters",pop-culture,
"Alien (1979)",pop-culture,
"Aliens (1986)",pop-culture,
"Animaniacs",pop-culture,
"Atari",pop-culture,
"Attack on Titan",pop-culture,
"Batman",pop-culture,
"Batman: The Animated Series",pop-culture,
"BeastWars",pop-culture,
"Beetlejuice",pop-culture,
"Ben Hur",pop-culture,
"Black Lagoon",pop-culture,
"Blade Runner",pop-culture,
"Blazing Saddles",pop-culture,
"Bleach",pop-culture,
"Braveheart (1995)",pop-culture,
"Breakfast at Tiffany's",pop-culture,
"Call of Duty",pop-culture,
"Call of Duty Modern Warfare",pop-culture,
"Casablanca",pop-culture,
"CatDog",pop-culture,
"Chip 'n Dale: Rescue Rangers",pop-culture,
"Close Encounters of the Third Kind",pop-culture,
"Code Geass",pop-culture,
"Comic-Con",pop-culture,
"Contact (1997)",pop-culture,
"Courage the Cowardly Dog",pop-culture,
"Cowboy Bebop",pop-culture,
"Danger Mouse",pop-culture,
"Dark Souls",pop-culture,
"Darkwing Duck",pop-culture,
"Death Note",pop-culture,
"Demons Souls",pop-culture,
"Dexter's Laboratory",pop-culture,
"Die Hard",pop-culture,
"Digimon",pop-culture,
"Dragon Ball",pop-culture,
"Dragon Ball GT",pop-culture,
"Dragon Ball Super",pop-culture,
"Dragon Ball Z",pop-culture,
"E.T. the Extra-Terrestrial (1982)",pop-culture,
"Earthworm Jim",pop-culture,
"Elden Ring",pop-culture,
"Ewoks",pop-culture,
"FLCL",pop-culture,
"Fooly Cooly",pop-culture,
"Fortnite",pop-culture,
"Full Metal Jacket (1987)",pop-culture,
"Fullmetal Alchemist",pop-culture,
"Futurama",pop-culture,
"Game Boy",pop-culture,
"Game Boy Advance",pop-culture,
"Game Boy Color",pop-culture,
"Game Boy SP",pop-culture,
"Gargoyles",pop-culture,
"George Lucas",pop-culture,
"Ghostbusters",pop-culture,
"Goldfinger",pop-culture,
"Gone with the Wind (1939)",pop-culture,
"Gundam",pop-culture,
"He-Man and the Masters of the Universe",pop-culture,
"Hellsing",pop-culture,
"Inuyasha",pop-culture,
"James Bond",pop-culture,
"Johnny Bravo",pop-culture,
"Jurassic Park",pop-culture,
"Jurassic Park III",pop-culture,
"Jurassic World",pop-culture,
"Jurassic World Dominion",pop-culture,
"Jurassic World Fallen Kingdom",pop-culture,
"Justice League",pop-culture,
"King Kong",pop-culture,
"M.A.S.H.",pop-culture,
"MASH",pop-culture,
"Mad Max",pop-culture,
"Mad Max 2: The Road Warrior",pop-culture,
"Mad Max Beyond Thunderdome",pop-culture,
"Mad Max: Fury Road",pop-culture,
"Magic: The Gathering",pop-culture,
"MechWarrior",pop-culture,
"Mega Man",pop-culture,
"Megan Man X",pop-culture,
"Metabots",pop-culture,
"Michael Crichton",pop-culture,
"Mighty Max",pop-culture,
"Naruto",pop-culture,
"Neon Genesis Evangelion",pop-culture,
"Nintendo",pop-culture,
"Nintendo 3DS",pop-culture,
"Nintendo 64",pop-culture,
"Nintendo DS",pop-culture,
"Nintendo Entertainment System",pop-culture,
"Nintendo Switch",pop-culture,
"Nintendo Wii",pop-culture,
"Nintendo WiiU",pop-culture,
"Overwatch",pop-culture,
"PAX",pop-culture,
"PC Engine",pop-culture,
"Pinky and the Brain",pop-culture,
"Planet of the Apes",pop-culture,
"Pokemon",pop-culture,
"Poltergeist (1982)",pop-culture,
"Pulp Fiction",pop-culture,
"Raiders of the Lost Ark (1981)",pop-culture,
"Rainbow Brite",pop-culture,
"ReBoot (1994)",pop-culture,
"Regular Show",pop-culture,
"Robotech",pop-culture,
"Rocko’s Modern Life",pop-culture,
"Rugrats",pop-culture,
"SEGA",pop-culture,
"Samurai Jack",pop-culture,
"Scary Stories to Tell in the Dark",pop-culture,
"She-Ra: Princess of Power",pop-culture,
"Singing in the Rain",pop-culture,
"Sony Playstation",pop-culture,
"Sony Playstation 2",pop-culture,
"Sony Playstation 3",pop-culture,
"Sony Playstation 4",pop-culture,
"Sony Playstation 5",pop-culture,
"Space Dandy",pop-culture,
"Spider-Man",pop-culture,
"Spiderman",pop-culture,
"Star Wars (1977)",pop-culture,
"Star Wars: Episode V - The Empire Strikes Back (1980)",pop-culture,
"Starcraft",pop-culture,
"Steven King",pop-culture,
"Steven Spielberg",pop-culture,
"Stranger Things",pop-culture,
"Street Sharks",pop-culture,
"Super Mario Bros.",pop-culture,
"Super Nintendo",pop-culture,
"Superman",pop-culture,
"T-1000",pop-culture,
"T-600",pop-culture,
"T-800",pop-culture,
"TaleSpin",pop-culture,
"Teenage Mutant Ninja Turtles",pop-culture,
"Terminator 3",pop-culture,
"Terminator Dark Fate",pop-culture,
"Terminator Genysis",pop-culture,
"Terminator Salvation",pop-culture,
"The Day the Earth Stood Still",pop-culture,
"The Day the Earth Stood Still (1951)",pop-culture,
"The Godfather",pop-culture,
"The Grim Adventures of Billy and Mandy",pop-culture,
"The Hulk",pop-culture,
"The Lord of the Rings: The Fellowship of the Ring (2001)",pop-culture,
"The Lost World",pop-culture,
"The Matrix",pop-culture,
"The New Adventures of Johnny Quest",pop-culture,
"The Poseidon Adventure (1972)",pop-culture,
"The Ren & Stimpy Show",pop-culture,
"The Simpsons",pop-culture,
"The Terminator",pop-culture,
"The Terminator 2: Judgement Day",pop-culture,
"The Thing from Another World (1951)",pop-culture,
"The Wizard of Oz (1939)",pop-culture,
"Thundercats",pop-culture,
"Titanic (1997)",pop-culture,
"Total Recall",pop-culture,
"Toxic Crusaders",pop-culture,
"Transformers",pop-culture,
"Trigun",pop-culture,
"War for the Planet of the Apes",pop-culture,
"WarCraft",pop-culture,
"Wizard of the Coast",pop-culture,
"X-Men",pop-culture,
"Xenomorphs",pop-culture,
"Yu Yu Hakusho",pop-culture,
"2k resolution",hd,
"4k resolution",hd,
"8k resolution",hd,
"12k resolution",hd,
"16k resolution",hd,
"32k resolution",hd,
"High resolution",hd,
"High definition",hd,
"HD",hd,
"HDR",hd,
"Blu-ray",hd,
"HD-DVD",hd,
"4:3 aspect ratio",aspect-ratio,
"5:4 aspect ratio",aspect-ratio,
"2:1 aspect ratio",aspect-ratio,
"1.33:1 aspect ratio",aspect-ratio,
"16:9 aspect ratio",aspect-ratio,
"1.85:1 aspect ratio",aspect-ratio,
"2.39:1 anamorphic aspect ratio",aspect-ratio,
"2.76:1 (70mm) aspect ratio",aspect-ratio,
"1.37:1 (Academy) aspect ratio",aspect-ratio,
"2.59:1 (Cinerama) aspect ratio",aspect-ratio,
"2.65:1 (Cinerama) aspect ratio",aspect-ratio,
"2.35:1 (Cinemascope) aspect ratio",aspect-ratio,
"2.66:1 (Cinemascope) aspect ratio",aspect-ratio,
"2D Sprite",3d-terms,
"Ambient Lighting",3d-terms,
"Ambient Occlusion",3d-terms,
"Anti-aliasing",3d-terms,
"Augmented Reality",3d-terms,
"Bitmap",3d-terms,
"Cel shading",3d-terms,
"Chromatic Abberation",3d-terms,
"Direct Lighting",3d-terms,
"Flat shading",3d-terms,
"FXAA",3d-terms,
"Global Illumination",3d-terms,
"Indirect Illumination",3d-terms,
"Lumen Global Illumination",3d-terms,
"Manhattan Distance",3d-terms,
"Microdisplacement",3d-terms,
"Nanite Geometry",3d-terms,
"Path Traced",3d-terms,
"PBR Material",3d-terms,
"Phong Shading",3d-terms,
"Physically based rendering (PBR)",3d-terms,
"Post Processed",3d-terms,
"Procedural Generation",3d-terms,
"Procedural Texture",3d-terms,
"Raster graphics",3d-terms,
"Ray Traced",3d-terms,
"Screen space ambient occlusion",3d-terms,
"Skybox",3d-terms,
"Terrain rendering",3d-terms,
"Tesselation",3d-terms,
"Virtual reality",3d-terms,
"Volumetric Lighting",3d-terms,
"Voronoi Manhattan",3d-terms,
"Voronoi Minkowski",3d-terms,
"Voxel Engine",3d-terms,
"Voxel Geometry",3d-terms,
"Wireframe Model",3d-terms,
"Wireframe Rendering",3d-terms,
"Teletext palette",color-palette,
"Apple II palette",color-palette,
"Commodore VIC-20 palette",color-palette,
"CGA for IBM-PC palette",color-palette,
"Commodore 64 palette",color-palette,
"ZX Spectrum palette",color-palette,
"Mattel Aquarius palette",color-palette,
"MSX systems color palette",color-palette,
"Thomson MO5 color palette",color-palette,
"Commodore Plus/4 color palette",color-palette,
"Amstrad CPC  color palette",color-palette,
"MSX2 systems color palette",color-palette,
"Fujitsu FM-77 AV 40 color palette",color-palette,
"EGA for IBM PC/AT color palette",color-palette,
"Atari ST color palette",color-palette,
"Commodore Amiga OCS color palette",color-palette,
"Apple IIgs color palette",color-palette,
"Sharp X68000 color palette",color-palette,
"Atari 2600 color palette",color-palette,
"Famicom/NES color palette",color-palette,
"Sega Master System color palette",color-palette,
"NEC PC-Engine color palette",color-palette,
"TurboGrafx-16 color palette",color-palette,
"Sega Mega Drive color palette",color-palette,
"Sega Genesis color palette",color-palette,
"Nintendo Game Boy color palette",color-palette,
"Sega Game Gear color palette",color-palette,
"Super Famicom/SNES color palette",color-palette,
"Nintendo Game Boy Color palette",color-palette,
"Nintendo Game Boy Advance color palette",color-palette,
"Monochrome color palette",color-palette,
"3-bit color palette",color-palette,
"4-bit color palette",color-palette,
"6-bit color palette",color-palette,
"8-bit color palette",color-palette,
"9-bit color palette",color-palette,
"12-bit color palette",color-palette,
"16-bit color palette",color-palette,
"18-bit color palette",color-palette,
"24-bit color palette",color-palette,
"30-bit color palette",color-palette,
"32-bit color palette",color-palette,
"Canon EOS Rebel T7 DSLR Camera",camera,
"Sony a7 IV Mirrorless Camera",camera,
"Canon EOS R6 Mirrorless Camera",camera,
"Canon EOS 5D Mark IV DSLR Camera",camera,
"Sony a6600 Mirrorless Camera",camera,
"Canon EOS Rebel T7 DSLR Camera",camera,
"Canon EOS R6 Mirrorless Camera",camera,
"Canon EOS 5D Mark IV DSLR Camera",camera,
"Canon EOS RP Mirrorless Camera",camera,
"Canon EOS Rebel T8i DSLR Camera",camera,
"Canon EOS R5 Mirrorless Camera",camera,
"Canon EOS R Mirrorless Camera",camera,
"Canon EOS M6 Mark II Mirrorless Camera",camera,
"Canon EOS M50 Mark II Mirrorless Camera",camera,
"Canon EOS 90D DSLR Camera",camera,
"Sony a7 IV Mirrorless Camera",camera,
"Sony a6600 Mirrorless Camera",camera,
"Sony a7 III Mirrorless Camera",camera,
"Sony a6400 Mirrorless Camera",camera,
"Sony a7R IV Mirrorless Camera",camera,
"Sony a7S III Mirrorless Camera",camera,
"Sony ZV-E10 Mirrorless Camera",camera,
"Sony a9 II Mirrorless Camera",camera,
"Sony a7C Mirrorless Camera",camera,
"Sony a6100 Mirrorless Camera",camera,
"Nikon Z6 II Mirrorless Camera",camera,
"Nikon Z7 II Mirrorless Camera",camera,
"Nikon D3500 DSLR Camera",camera,
"Nikon D850 DSLR Camera",camera,
"Nikon Z fc Mirrorless Camera",camera,
"Nikon D7500 DSLR Camera",camera,
"Nikon Z5 Mirrorless Camera",camera,
"Fujifilm X-H2S Mirrorless Camera",camera,
"Fujifilm X-T30 II Mirrorless Camera",camera,
"Panasonic Lumix G7 Mirrorless Camera",camera,
"Fujifilm X-S10 Mirrorless Camera",camera,
"Panasonic Lumix GH6 Mirrorless Camera",camera,
"Fujifilm X-T4 Mirrorless Camera",camera,
"Panasonic Lumix GH5 II Mirrorless Camera",camera,
"Vest Pocket Autographic Kodak Camera",camera,
"Kodak 616 Junior Camera",camera,
"Kodak 35 Camera",camera,
"Kodak PIXPRO FZ43 16MP Digital Camera",camera,
"Kodak PIXPRO AZ252 16.15MP Digital Camera",camera,
"Kodak PIXPRO FZ152 16MP Digital Camera",camera,
"Kodak PIXPRO AZ241 16.15MP Digital Camera",camera,
"Kodak PIXPRO AZ401 16MP Digital Camera",camera,
"Kodak Smile 10MP Digital Camera",camera,
"Yashica T4 Camera",camera,
"Konica Hexar AF Camera",camera,
"Nikon L35AF Camera",camera,
"Olympus XA2 Camera",camera,
"Olympus OM-1 Camera",camera,
"Nikon F2 Camera",camera,
"Nikon FE Camera",camera,
"Pentax 67 Camera",camera,
"Pentax K1000 Camera",camera,
"Canon AE-1 Camera",camera,
"Canon A2/A2e Camera",camera,
"Plaubel Makina W67 Camera",camera,
"Lubitel 2",camera,
"Kodak No 3A Folding Pocket Camera",camera,
"Canon G III QL17 Camera",camera,
"Polaroid SX-70 Alpha Camera",camera,
"Graflex Century Graphic 2×3 Camera",camera,
"Pentacon Six TL Camera",camera,
"Zenza Bronica ETRSi Camera",camera,
"Hasselblad 500C Camera",camera,
"Contax G1/G2 Camera",camera,
"Leica M3 Double Stroke Camera",camera,
"Leica M6 Camera",camera,
"Horseman 4×5 (45HD) Camera",camera,
"Mamiya 7 II Camera",camera,
"Canon",camera-manu,
"Nikon",camera-manu,
"Sony",camera-manu,
"Fujifilm",camera-manu,
"Olympus",camera-manu,
"Panasonic",camera-manu,
"Pentax",camera-manu,
"Leica",camera-manu,
"Hasselblad",camera-manu,
"Kodak",camera-manu,
"ƒ/1",f-stop,
"ƒ/1.4",f-stop,
"ƒ2",f-stop,
"ƒ/2.8",f-stop,
"ƒ4",f-stop,
"ƒ/5.6",f-stop,
"ƒ/8",f-stop,
"ƒ/11",f-stop,
"ƒ/16",f-stop,
"ƒ/22",f-stop,
"ISO 100",iso-stop,
"ISO 200",iso-stop,
"ISO 400",iso-stop,
"ISO 800",iso-stop,
"ISO 1600",iso-stop,
"ISO 3200",iso-stop,
"ISO 6400",iso-stop,
"ISO 12500",iso-stop,
"ISO 25600",iso-stop,
"ISO 51200",iso-stop,
"ISO 102400",iso-stop,
"ISO 204800",iso-stop,
"ISO 409600",iso-stop,
"4mm - 14mm  focal length",focal-length,
"Fisheye focal length",focal-length,
"14mm - 35mm  focal length",focal-length,
"Wide angle focal length",focal-length,
"35mm - 85mm  focal length",focal-length,
"Standard focal length",focal-length,
"85mm - 135mm",focal-length,
"Short telephoto focal length",focal-length,
"135mm+ focal length",focal-length,
"Medium telephoto focal length",focal-length,
"300mm+ focal length",focal-length,
"Macro",focal-length,
"Macro focal length",focal-length,
"Bokeh",photo-term,
"Depth of Field",photo-term,
"DoF",photo-term,
"Digital Camera",photo-term,
"Optical Camera",photo-term,
"Long Exposure",photo-term,
"Short Exposure",photo-term,
"Over Exposed",photo-term,
"Focused",photo-term,
"abandoned",adj-general,
"able",adj-general,
"absolute",adj-general,
"adorable",adj-general,
"adventurous",adj-general,
"academic",adj-general,
"acceptable",adj-general,
"acclaimed",adj-general,
"accomplished",adj-general,
"accurate",adj-general,
"aching",adj-general,
"acidic",adj-general,
"acrobatic",adj-general,
"active",adj-general,
"actual",adj-general,
"adept",adj-general,
"admirable",adj-general,
"admired",adj-general,
"adolescent",adj-general,
"adorable",adj-general,
"adored",adj-general,
"advanced",adj-general,
"afraid",adj-general,
"affectionate",adj-general,
"aged",adj-general,
"aggravating",adj-general,
"aggressive",adj-general,
"agile",adj-general,
"agitated",adj-general,
"agonizing",adj-general,
"agreeable",adj-general,
"ajar",adj-general,
"alarmed",adj-general,
"alarming",adj-general,
"alert",adj-general,
"alienated",adj-general,
"alive",adj-general,
"all",adj-general,
"altruistic",adj-general,
"amazing",adj-general,
"ambitious",adj-general,
"ample",adj-general,
"amused",adj-general,
"amusing",adj-general,
"anchored",adj-general,
"ancient",adj-general,
"angelic",adj-general,
"angry",adj-general,
"anguished",adj-general,
"animated",adj-general,
"annual",adj-general,
"another",adj-general,
"antique",adj-general,
"anxious",adj-general,
"any",adj-general,
"apprehensive",adj-general,
"appropriate",adj-general,
"apt",adj-general,
"arctic",adj-general,
"arid",adj-general,
"aromatic",adj-general,
"artistic",adj-general,
"ashamed",adj-general,
"assured",adj-general,
"astonishing",adj-general,
"athletic",adj-general,
"attached",adj-general,
"attentive",adj-general,
"attractive",adj-general,
"austere",adj-general,
"authentic",adj-general,
"authorized",adj-general,
"automatic",adj-general,
"avaricious",adj-general,
"average",adj-general,
"aware",adj-general,
"awesome",adj-general,
"awful",adj-general,
"awkward",adj-general,
"babyish",adj-general,
"bad",adj-general,
"back",adj-general,
"baggy",adj-general,
"bare",adj-general,
"barren",adj-general,
"basic",adj-general,
"beautiful",adj-general,
"belated",adj-general,
"beloved",adj-general,
"beneficial",adj-general,
"better",adj-general,
"best",adj-general,
"bewitched",adj-general,
"big",adj-general,
"big-hearted",adj-general,
"biodegradable",adj-general,
"bite-sized",adj-general,
"bitter",adj-general,
"black",adj-general,
"black-and-white",adj-general,
"bland",adj-general,
"blank",adj-general,
"blaring",adj-general,
"bleak",adj-general,
"blind",adj-general,
"blissful",adj-general,
"blond",adj-general,
"blue",adj-general,
"blushing",adj-general,
"bogus",adj-general,
"boiling",adj-general,
"bold",adj-general,
"bony",adj-general,
"boring",adj-general,
"bossy",adj-general,
"both",adj-general,
"bouncy",adj-general,
"bountiful",adj-general,
"bowed",adj-general,
"brave",adj-general,
"breakable",adj-general,
"brief",adj-general,
"bright",adj-general,
"brilliant",adj-general,
"brisk",adj-general,
"broken",adj-general,
"bronze",adj-general,
"brown",adj-general,
"bruised",adj-general,
"bubbly",adj-general,
"bulky",adj-general,
"bumpy",adj-general,
"buoyant",adj-general,
"burdensome",adj-general,
"burly",adj-general,
"bustling",adj-general,
"busy",adj-general,
"buttery",adj-general,
"buzzing",adj-general,
"calculating",adj-general,
"calm",adj-general,
"candid",adj-general,
"canine",adj-general,
"capital",adj-general,
"carefree",adj-general,
"careful",adj-general,
"careless",adj-general,
"caring",adj-general,
"cautious",adj-general,
"cavernous",adj-general,
"celebrated",adj-general,
